67,"이재명 지사 ""공매도 연장 법안 발의, 박용진 의원에 감사""","이재명 경기도지사가 공매도 금지 연장 관련 법안 발의 계획을 밝힌 박용진 더불어민주당 의원을 향해 16일 페이스북을 통해 감사의 인사를 전했다.<br/><br/>
이재명 ""국회에서 깊이 있는 검토 및 대안 마련해 주길 기대""<br/><br/>
이재명 경기도지사가 공매도 금지 연장 관련 법안 발의 계획을 밝힌 박용진 더불어민주당 의원에게 감사의 뜻을 전했다.<br/><br/>
이 지사는 16일 오후 페이스북을 통해 ""우리 사회 강자들의 부당한 횡포를 시정하기 위해 애쓰는 (박용진) 의원께서 공정한 자본시장을 위한 대안 마련에 나서준 데 감사하며, 부단한 전진을 응원한다""며 이같이 말했다.<br/><br/>
이 지사는 ""현재 우리 주식시장의 공매도 제도는 여러 장단점이 있지만, 개인투자자 기관 및 외국인 투자자 간 기회 불평등과 불공정성으로 개인투자자를 일방적으로 희생시키고 있다""고 밝혔다.<br/><br/>
이어 ""지금의 경제 위기 상태에서 공매도 재개는 아무 문제가 없는지, 현재와 같은 방식의 공매도 제도를 유지해야 하는지 등에 관해 국회에서 깊이 있는 검토와 충분한 대안을 마련해 주기를 기대한다""라고 덧붙였다.<br/><br/>
앞서 이 지사는 지난 13일 신종 코로나바이러스 감염증(코로나19) 여파로 임시 금지된 공매도 금지 조치를 6개월에서 1년 이상 추가 연장해야 한다며 국회의 협조를 요청했다.<br/><br/>
이에 박 의원은 전날(15일) 페이스북을 통해 ""공매도 금지 기간 연장과 공매도 룰 위반사범에 대한 처벌강화 및 제도적 개선 작업의 필요성을 제안한 이 지사님 주장의 취지에 공감한다""라며 ""이번 정기국회를 통해 이 지사님이 제안하신 내용과 공매도를 둘러싼 전문가와 개미 투자자들, 시장의 다양한 의견을 잘 수렴해 합리적이고 효율적인 제도개선을 이뤄내겠다""고 밝혔다.<br/><br/>",2020-08-13,25,1
68,"9배 뛴 주가, 40% 가까이 빠지기도…바이오주 과열 주의보","이달 10일은 ‘수젠텍 쇼크’의 날이었다. 신종 코로나바이러스 감염증(코로나19) 진단키트업체인 수젠텍에 대한 증권가 2분기(4~6월) 영업이익 추정치는 약 1000억 원. 하지만 10일 발표된 실적은 202억 원에 그쳤다. 이날 주가(5만1400원)는 연초(5550원) 대비 9배로 뛴 상태였다. 다음날 코스닥 시장에서 주가는 23.54% 급락했고 이 회사의 진단키트가 미국식품의약국(FDA)으로부터 승인 거절됐다는 악재가 겹쳐지며 14일까지 총 38.9%가 빠졌다.<br/><br/>
  코로나19 여파로 바이오주가 약진하고 있지만 이상 급등락 등 과열 양상을 보이는 종목도 적지 않아 투자자 주의가 요구되고 있다. 일부 기업 오너들은 주가 상승을 틈타 보유지분을 팔아치우는 행태도 보이고 있다.<br/><br/>
● 바이오주 과열 주의보<br/><br/>
16일 한국거래소에 따르면 올해 들어 14일까지 투자위험종목 지정건수 27건 중 의약품과 의료기기, 마스크 등 바이오 종목은 20건이었다. 증권사로부터 돈을 빌려 투자하는 신용융자 잔고가 많이 증가한 상위 10개 종목 중에서도 코스피 4개, 코스닥 8개가 바이오 업체였다. 코로나19 확산 초기 마스크 업체에서 시작한 바이오 열풍은 진단키트, 치료제, 백신, 인공호흡기 업체로 확장되고 있다.<br/><br/>
  문제는 뚜렷한 성과가 나타나기 이전부터 테마주나 관련주로 묶여 고평가됐던 기업들의 주가가 요동치면서 변동성이 커지고 있다는 것. 최근 주가 급등락이 가장 컸던 종목은 진단키트주였다. 수젠텍 발표 이후 10~14일 바이오니아(―36.6%) 랩지노믹스(―28.6) 오상자이엘(―13.4%) 등 진단키트주 주가가 급락했다. 상황이 이렇다보니 13일엔 대장주 씨젠이 ‘어닝 서프라이즈’ 수준의 실적(영업이익 1690억 원)을 발표했음에도 이튿날 주가는 19.11% 떨어졌다.<br/><br/>
  지난달 일본 정부가 덱사메타손을 코로나19 치료제로 승인하자 환인제약 부광약품 신일제약 대원제약 등은 덱사메타손이 포함된 의약품을 판매한다는 이유만으로 대거 관련주로 묶였다. 국내 제약업체인 바이오솔루션은 미국 이머전트 바이오솔루션이 코로나19 백신 생산 계약을 체결했다는 보도가 나오자 이름이 같다는 이유로 장중 한 때 13.9% 급등하기도 했다.<br/><br/>
● 주가 오르자 오너 주식 매도 논란<br/><br/>
일부 바이오기업들은 주가가 오른 틈에 오너와 임원들이 주식을 매도해 논란이 됐다. 이달 4일 우리들제약의 김혜연 대표는 보유주식의 절반가량을 매도해 2억7066만 원을 현금화했다. 우리들제약은 자회사인 엑세스바이오가 지난달 말 미국 FDA서 진단키트 긴급사용 승인을 받아 주가가 고공행진 중이었다.<br/>
  신일제약은 덱사메타손 관련주로 묶여 주가가 급등한 시기에 홍성소 신일제약 회장의 배우자 신건희 씨 등 오너 일가가 지분을 대량 매도했다. 이 사실을 지난달 24일 공시하면서 다음 거래일(27일) 주가는 29.95% 곤두박질쳤다.<br/><br/>
  바이오주는 미래에 대한 기대가 투자 재료다. 개발과 임상 과정을 통과해 수주 ‘잭팟’이 터지기까지 투자금으로 수년을 버텨야 해 불확실성이 크다. 익명을 요구한 한 바이오 애널리스트는 “코로나19 백신 연구는 규모와 자금력이 있는 해외 업체들이 앞서고 있다”며 “한국은 중증환자 비율이 낮아 치료제 개발은 해외에서 임상을 진행하는 업체들이 좀 더 유리한 고지에 있다”고 했다. 그는 또 “최근 바이오업계에 호재성 뉴스가 많은 만큼 주가가 오르는 것이 잘못됐다고 볼 수는 없다”면서도 “투자 종목을 냉정하게 판단하고 주가가 떨어져도 견딜 수 있다는 확신이 있을 때 투자해야 한다”고 했다.<br/><br/>",2020-08-13,84,31
69,한달 뒤 끝나는 '공매도 금지'... 연장 가능성 높은 이유는,"지난 3월 부산 한국거래소 운영실에 관계자가 신규 공매도 과열 종목으로 지정된 한 종목 시세를 보고 있다.<br/><br/>
신종 코로나바이러스 감염증(코로나19) 여파로 한시적으로 시행됐던 ‘공매도 금지’ 조치가 연장될 가능성에 무게가 실리고 있다. 코로나19에 따른 시장 불안이 여전한 데다 정치권까지 나서 공매도를 규제해야 한다는 목소리가 커지고 있어서다.<br/><br/>
공매도 금지조치 다음달 15일 '종료'<br/><br/>
16일 금융권에 따르면 지난 3월부터 6개월간 시행된 공매도 금지 조치가 다음달 15일로 종료된다. 종료 시점을 앞두고 금융위원회는 △공매도 금지 연장 △단계적 재개 △거래 전면 재개 등 3가지 방안을 두고 고심을 거듭하고 있다. 공매도 금지 연장 여부는 금융위 의결 사항이다.<br/><br/>
공매도는 주가 하락을 예상하고 주식을 빌려 판 뒤 실제 주가가 내려가면 산 가격에 다시 사들여 갚는 투자 방식으로, 증시가 과열될 때 지나친 주가 폭등을 막아 거품을 방지하고, 하락장에서는 증시에 유동성을 공급하는 순기능이 있다. 금융투자업계 관계자는 “상당수 국가가 공매도를 유지하거나 재개한 상황에서 우리나라만 금지 조치를 이어갈 경우 증시 신뢰도가 훼손될 수도 있다”고 설명했다.<br/><br/>
그러나 시장에서는 공매도의 부작용이 적지 않은 만큼 당국이 조만간 ‘금지 추가 연장’ 카드를 꺼낼 가능성이 더 크다고 본다. 당장 금지의 이유가 됐던 코로나19 확산세가 꺾이지 않은 상황에서 공매도가 재개될 경우 그나마 다시 상승곡선을 그리는 주식시장에 찬물을 끼얹을 수 있기 때문이다.<br/><br/>
금융위, 한차례 연장 유력 검토<br/><br/>
금융위 역시 한 차례 추가 연장을 유력하게 검토 중인 것으로 알려졌다. 앞서 문재인 대통령이 “주식시장을 위축시키거나 개인 투자자들의 의욕을 꺾는 방식이 아니어야 한다”며 동학개미에게 힘을 실어준 점이나, 은성수 금융위원장이 국회 정무위원회 업무보고에서 공매도 관련 질의에 “코로나가 종식되지 않은 부분도 감안하겠다”고 밝힌 점 역시 공매도 금지 연장을 시사한 것이란 해석도 나온다.<br/><br/>
정치권에서도 금지 조치를 연장하거나, 불법 공매도에 대해 철퇴를 가해야 한다는 목소리가 높아지고 있다. 이재명 경기지사는 최근 페이스북에서 “공매도 금지를 최소 6개월에서 1년 이상 추가 연장하고 불법 공매도에 대해 20년 이상 징역형으로 강력 처벌해야 한다”고 공개적으로 밝혔다. 국회에서도 공매도 허용 종목을 코스피200 등 대형주 위주로 제한하고, 현재 12개인 업틱룰(직전 체결가보다 낮은 공매도 호가 제시 금지) 예외를 축소하거나(김병욱 더불어민주당 의원 발의 예정), 아예 공매도 자체를 폐지(김태흠 미래통합당 의원)해야 한다는 법안도 나오고 있다.<br/><br/>
일단 금융당국은 내달 금지 조치가 풀리기 전까지 업계와 학회의 의견 청취를 이어간 뒤 최종 결정하겠다는 입장이다. 금융당국 관계자는 “종합적이고 상식적인 수준에서 결정할 것”이라고 설명했다.<br/><br/>",2020-08-13,6654,31
70,"""나도 대박 맛 좀 보자""… 장외주식시장에도 투자자 대거 몰려 [달아오른 공모주시장]","
지난 7월 2일 오전 서울 여의도 한국거래소에서 열린 중추신경계 신약 연구개발업체 'SK바이오팜' 유가증권시장 신규상장기념식에서 참석자들이 기념촬영을 하고 있다.<br/><br/>
 공모주 시장에 불고 있는 광풍은 하반기에도 이어질 것으로 예상된다. 주식시장에 유동성이 풍부한 데다 투자자들이 소위 '대박'으로 기대하고 있는 기업들의 기업공개(IPO)도 예정돼 있기 때문이다. 그러나 일부에서는 실제 공모 청약을 통해 수익을 얻는 사례는 제한적이라며 '묻지마 투자'는 자제해야 한다고 지적하고 있다.<br/><br/>
■하반기에도 공모주 인기몰이 예상<br/><br/>
이런 공모주 청약 쏠림현상은 하반기에도 이어질 전망이다. 하반기 '최대어'로 꼽히는 카카오게임즈와 세계적 보이그룹 BTS(방탄소년단)의 소속사 빅히트엔터테인먼트가 상장을 앞두고 있기 때문이다.<br/><br/>
16일 증권업계에 따르면 카카오게임즈는 26일과 27일, 수요예측을 통해 최종 공모가를 확정할 계획이다. 주당 2만~2만4000원으로 정해질 것으로 보인다. 이미 장외시장에서 주가가 7만원을 기록한 만큼 공모가 대비 높은 수익률을 얻을 수 있을 것이라는 전망이 높다. 실제 한국파마는 상장 첫날 84%의 수익률을 안겨줬고, 이루다도 공모가 대비 70% 오른 주가에 거래되고 있다. 빅히트엔터테인먼트도 지난 7일 상장예비심사를 통과해 이르면 9~10월 공모에 돌입, 하반기 상장을 마무리할 것으로 알려졌다.<br/><br/>
■장외 주식시장도 인기?<br/><br/>
공모주 청약경쟁률이 1000대 1을 넘는 만큼 공모주를 배정받기도 치열해지면서 IPO 전에 장외주식시장(K-OTC)으로 눈을 돌리는 투자자도 늘고 있다.<br/><br/>
이달 들어 지난 12일까지 K-OTC의 일평균 거래대금은 80억1571만원으로 전월 대비 16.6% 증가했다. 지난해 12월 이후 최대치다.<br/><br/>
장외주식시장으로 투자자들이 몰리는 것은 인기 종목의 경우 청약경쟁률이 2000~3000대 1을 넘어가면서 거액을 들여 청약해도 손에 쥐는 건 몇 주에 그치기 때문이다. 실제 SK바이오팜은 1억원의 증거금을 내더라도 약 13주밖에 받지 못했다. 13주는 공모가 4만9000원 기준 63만7000원 수준이다. 1억원을 투자해봐야 63만원어치 주식만 받을 수 있는 것이다.<br/><br/>
이에 투자자들이 주식을 선점하기 위해 장외주식시장에서 뛰어들고 있는 것이다. 투자자들이 몰리면서 장외주식시장도 뜨거워지고 있다. 연초 4300원대에서 거래되던 오상헬스케어 주가는 최근 9만원을 넘어섰고, 3월 40만원대에서 거래되던 크래프톤 주가는 현재 110만원을 넘어섰다.<br/><br/>
■기업분석 없는 '묻지마 투자' 안돼<br/><br/>
전문가들은 공모주 열풍이 당분간 이어질 것으로 전망하면서도 묻지마 투자는 주의해야 한다고 조언하고 있다. 공모주 시장 역시 바이오, 헬스케어, IT 등 일부 업종에 몰리는 현상이 크고 실제 공모 청약을 통해 수익을 얻는 종목은 10개 중 6개 정도라는 것이다. 오히려 상장 이후 주가가 주춤하거나 차익을 실현하려는 사람이 몰리면서 하락하는 경우도 있다는 게 전문가들의 지적이다.<br/><br/>
김재욱 헥사곤인베스트먼트 대표는 ""최근 상장한 브랜드엑스코퍼레이션도 수익률이 공모가 대비 마이너스 9% 수준""이라면서 ""무턱대고 해당 기업에 대한 분석과 전망 없이 들어갔다가는 오히려 손해볼 수 있어 조심해야 한다""고 조언했다. 이어 ""장외주식의 경우도 일부 주식은 주당 희망 공모가 밴드보다 높은 수준에서 거래되고 있다""면서 ""이들 종목은 장외에서 거래하기보다 공모주 청약을 하는 게 낫다""고 덧붙였다.<br/><br/>",2020-08-13,321,23
71,폭주 끝낸 씨젠... 진단키트株 리스크 현실로?,"16일 오전 신종 코로나바이러스 감염증(코로나19) 집단감염이 발생한 서울 성북구 사랑제일교회 앞에 출입 통제 및 집회 금지 안내문이 설치되어 있다.<br/><br/>
대표적인 코로나19 수혜주로 꼽히는 진단키트 생산업체들의 주가 폭락세가 심상치 않다. 실적이 예상을 크게 상회하는 등  호재는 넘쳐나는데 주가가 돌연 곤두박질치고 있다. 코로나 '특수' 기대감에 단기 급등했던 주가가  제자리를 찾는 과정이라는 평가가 지배적이다. 다만 주말 사이 코로나19가 재확산 추이를 보이고 있어  주가 역시 다시 탄력을 받을 수 있다는 전망도 나온다.<br/><br/>
대장주 '씨젠'  1주일 새 30%락<br/><br/>
16일 한국거래소에 따르면  진단키트 대장주로 꼽히는 씨젠 주가는 7일 31만2,200원으로 최고점을 찍은 후 닷새 연속 하락하며 14일 22만1,400원까지 추락했다. 일주일 사이 30% 가까이 추락한 것이다.<br/><br/>
분자진단 전문기업인 씨젠은 코로나19 확산 초창기부터 해외시장을 선점하며 몸집을 키워왔다.  올해 주가 상승률만 908%에 달하며 코스닥 시가총액 순위 2위(14일 기준 5조8,082억원)를 꿰찼다. '갓젠(God(신)과 씨젠을 합친말)'이란 말까지 나올 정도였다.<br/><br/>
실적도 준수했다. 13일 공개한 2분기(4~6월) 실적을 보면  매출액 2,748억원, 영업이익 1,690억원으로 역대 최대 실적을  갈아치웠다. 같은날 모건스탠리캐피털인터내셔널(MSCI)은 한국 지수 구성 종목에 씨젠과 알테오젠, 신풍제약 등 코로나 수혜주들을 대거 편입시킨다고 밝혔다. 통상 MSCI 지수에 편입되면 수백억에서 수천억원의 매수자금이 유입된다.<br/><br/>
하지만 주가는 정반대로 반응한 것이다. 씨젠은 14일 하루에만 19.11% 폭락했고, 랩지노믹스(-5.87%), 수젠텍(-8.19%), 바이오니아(-11.25%) 등 다른 진단키트주들도 부진을 면치 못했다.  주식 정보가 오가는 온라인 커뮤니티에는 ""손해를 봐서라도 팔아야 하나""는 문의가 속출하고 있다.<br/><br/>
""제자리 찾아가는 중"" vs ""반등 가능""<br/><br/>
업계선 실적에 비해 주가 상승이 과도했다는 분석에 힘이 실린다. 최근 코로나19 진단시약 수출용 허가를 받은 품목이 140여개에 달하는 등 경쟁사가 크게 증가한 것도 주가 급락과 무관치 않다. 제품 특성 상 애초부터 진입장벽이 낮은 탓에 경쟁이 심할 수밖에 없어 더 이상 '특수'를 누리기 힘들어졌다는 것이다.<br/><br/>
강하영 KTB투자증권 연구원은  14일 씨젠에 대한 투자의견을 '매수'에서 '보유'로 하향하며 ""시약 수출 데이터와 공급 경쟁 상황을 고려하면 2분기 실적이 고점일 가능성이 높아 보인다""며 """"급등한 주가 역시 코로나19 백신 및 치료제 개발 성과 확인 시 투자심리 악화로 이어질 수 있어 유의해야 한다""고 설명했다.<br/><br/>
다만 코로나19 재확산은 여전히 강력한 변수다. 올 겨울 독감과 코로나19가 동시 유행할 가능성이 큰 상황 역시 진단키트주 반등을 점치게 하는 요인이다. 최근 씨젠의 목표주가를 40만원으로 상향한 신재훈 한화증권 연구원은 ""인플루엔자 등의 바이러스와 코로나 바이러스를 동시에 검진할 수 있는 진단키트로 시장의 경쟁우위을 가져올 수 있다""고 내다봤다.<br/><br/>",2020-08-13,21,15
72,"""주변 시세보다 싸네""…'아파트 리츠' 뒤늦게 급반등","이지스, 5일간 11.6% 올라<br/><br/>
예상 배당률 연 5.2% 매력<br/><br/>
이지스레지던스리츠 주가가 올해 신규 상장한 다른 부동산투자회사(리츠·REITs) 대비 빠른 속도로 반등하고 있다. 아파트에 투자하는 리츠 중 국내 1호 상품으로 주변 시세 대비 저렴한 매입 가격이 뒤늦게 개인투자자들의 관심을 끌고 있다는 분석이다.<br/><br/>
16일 한국거래소에 따르면 이지스레지던스리츠는 지난 14일 전날보다 0.11% 오른 4745원에 거래를 마쳤다. 지난주 5거래일 연속 상승하며 11.6% 올랐다. 액면가 5000원으로 공모한 이 회사 주식은 상장 첫날인 이달 5일 공모가액보다 16.2% 낮은 4190원에 마감했다. 이 리츠의 투자 대상은 인천 부평구 십정2구역에 짓는 ‘부평더샵’ 공공지원 민간임대주택(총 5678가구 중 민간임대 3578가구)이다.<br/><br/>
주택시장에 대한 관심이 높은 상황에서 주변 시세 대비 저렴한 아파트 매입 가격이 투자자들의 관심을 끌엇다. 한 포털 주주 게시판에는 “시세보다 훨씬 싸게 매입한 만큼 현 주가는 부담 없는 수준 같다”는 글이 꾸준히 올라오고 있다. 회사에 따르면 이 리츠를 공모가에 매수하면 부평더샵을 3.3㎡당 985만원에 매입하는 효과를 얻을 수 있다. 2017년 임대주택 건설을 조건으로 땅을 저렴하게 분양받은 덕분에 매입 가격이 주변 아파트 시세의 75% 수준에 불과하다.<br/><br/>
임대료를 바탕으로 지급하는 예상 배당률은 연 5.2%다. 이지스레지던스리츠는 2022년 완공 예정인 부평더샵을 8년 동안 주변 시세의 95% 이하로 임대할 예정이다. 투자설명서에 따르면 전용 59㎡ 기준 예상 임대료는 보증금 8400만원에 월 62만원이다. 의무 임대기간이 끝나는 2030년부터는 시세로 처분할 계획이다.<br/><br/>
라진성 KTB투자증권 연구원은 “감정평가 및 시세 대비 낮은 가격으로 자산을 매입했다”며 “부동산 시장이 조정기에 진입하더라도 투자원본 회수는 가능할 것”으로 내다봤다.<br/><br/>

",2020-08-13,55,29
73,美 베스트바이와 함께 달리는 LG전자,"LG전자 주가는 이달 25% 올랐다. 약 2년 만에 가장 높은 수준이다. LG전자 주가는 미국 베스트바이와 비슷한 흐름을 보이고 있다. 베스트바이 주가를 보면 LG전자 주가가 보인다는 분석이 나온다. 미국 최대 전자제품 유통업체인 베스트바이는 연일 사상 최고가 기록을 경신하고 있다.<br/><br/>
LG전자는 지난 14일 1.95%(1700원) 오른 8만8700원에 마감했다. 이달 들어 25.5% 상승했다. 2018년 6월 18일(8만9200원) 이후 최고가다. 이날 코스피지수가 1.23% 내렸지만 LG전자 주가는 견고했다. 외국인과 기관의 쌍끌이 매수 덕분이다. 외국인은 8월에만 LG전자를 1215억원어치 순매수했다. 기관도 같은 기간 898억원어치 샀다.<br/><br/>
하반기는 가전 비수기지만 올해는 예년과 다를 전망이다. 김동원 KB증권 연구원은 “코로나19로 스타일러, 건조기, 공기청정기와 같은 위생 가전 수요가 꾸준히 늘고 있다”고 말했다. 미국에선 재난지원금과 넉넉한 실업수당 덕분에 가전 구입이 급증하고 있다. 집에 있는 시간이 늘면서 대형 TV를 사고 싶은 마음이 커진 것이다.<br/><br/>
코로나19를 계기로 세계적으로 ‘가전의 시대’가 다시 열리고 있는 셈이다. 이는 한국만의 현상이 아니다. 미국 베스트바이 주가에도 나타나고 있다. 베스트바이는 14일 1.47% 오른 109.49달러로 거래를 마쳤다. 사상 최고가다. 올 들어 26.7% 상승했다. 코로나19로 지난 6월에야 매장 문을 열었지만 주가는 가파르게 오르고 있다. 재개장 후 LG와 삼성 TV가 품절 사태를 겪는 등 가전 수요가 급증한 덕분이다. 글로벌 시장조사업체 옴디아는 3분기 글로벌 TV 수요가 5560만 대로 전 분기보다 21.8% 늘어날 것이라고 전망했다. 세탁기와 건조기, 냉장고 등을 생산하는 미국 가전업체 월풀도 이달 10.9%, 올해 25.2% 올랐다.<br/><br/>
금융정보업체 에프앤가이드에 따르면 LG전자 3분기 영업이익 컨센서스(전망치 평균)는 6690억원이다. 7000억원을 넘을 거란 전망이 늘고 있어 컨센서스는 더 높아질 가능성이 크다. 배현기 삼성증권 연구원은 “가전과 TV 수요는 내년까지 견조할 것”이라고 말했다.<br/><br/>

",2020-08-13,61,14
74,테마株 멀리한 동학개미…삼성전자 9.3兆 순매수,"


2위 SK하이닉스…3위는 현대차<br/><br/>
올 들어 개인투자자들은 증시에서 50조원에 가까운 금액을 쏟아부으며 지수의 버팀목으로 자리잡았다.<br/><br/>
전문가들은 이 과정에서 개인들의 매수행태가 과거와 달라졌다고 분석했다. 과거의 개인들이 높은 단기차익을 기대하며 남북 경제협력 관련주나 바이오 신약주 등 테마주 중심의 매수세를 보였다면 ‘동학개미’들은 재무 건전성이 뛰어난 대형주들을 골라담으면서도 BBIG로 대표되는 성장주를 중심으로 투자했다는 평가다.
<br/><br/>
최대 순매수 종목은 국내 증시의 ‘대장주’인 삼성전자다. 올해 개인들이 사들인 삼성전자 보통주와 우선주는 총 9조3864억원어치. 전체 순매수 금액의 약 19.90%가 삼성전자를 향했다. 네이버(순매수 4위, 1조2947억원 순매수)와 카카오(7위, 1조825억원)를 비롯한 BBIG 업종 주도주들도 매수 순위 상위권에 자리잡았다. 신승진 삼성증권 연구원은 “BBIG 주도주들은 상반기를 거치며 코로나19 와중에도 독보적인 실적 개선세를 보여줬다”며 “이들은 앞으로도 국내 증시의 강세장을 주도할 것”이라고 내다봤다.<br/><br/>

",2020-08-13,81,5
75,한한령·코로나 위기 ‘언택트’로 반전… 엔터3사 주가 ‘날개’,"
이달 들어 주가 두 자릿수 상승<br/><br/>
오프라인 공연 중단 언택트로 대체<br/><br/>
음반·음원 매출 증가로 실적 선방<br/><br/>
""올해 실적 작년보다 좋아질 것""<br/><br/>
 중국 정부의 '한한령(한류 금지령)' 지속과 코로나19 사태로 직격탄을 맞은 엔터주들의 주가가 일제히 오름세를 보이고 있다. 언택트(비대면) 수요 증가 속 활로를 모색하면서 하반기 실적 개선에 대한 기대감이 반영된 결과로 풀이된다.<br/><br/>
16일 한국거래소에 따르면 에스엠(이하 SM)과 와이지엔터테인먼트(이하 YG), JYP Ent.(이하 JYP) 등 국내 대표 3대 엔터주들은 이달 두자리수의 상승폭을 기록했다.<br/><br/>
SM 주가는 지난 7월 31일 3만1250원에서 3만5900원으로 14.88% 올랐다. 외국인 투자자는 이달에만 에스엠의 주식을 100억원 넘게 사들였고 같은 기간 기관 순매수세도 83억원에 달한다.<br/><br/>
YG의 이달 주가 상승률은 19.16%로 더욱 가파르다. 특히 지난 13일 장중 주가는 5만800원까지 거래되면서 지난해 1월 7일 이후 약 1년 7개월만에 5만원선을 회복했다. JYP 주가의 경우 지난 7월31일 2만9850원에서 지난 14일 3만6350원으로 21.8%나 급등했다.<br/><br/>
이들 엔터주들의 주가 상승은 실적 개선에 대한 기대때문이다. 당초 코로나19 여파로 엔터 상장사들의 오프라인 공연이 차질을 빚으며 실적 하락으로 이어질 것이란 전망이 지배적이었다. 하지만, 언택트 플랫폼을 활용한 음반 판매 증가와 하반기 기업별 주요 아티스트의 활동이 예고되면서 상황이 반전했다.<br/><br/>
금융정보업체 에프앤가이드에 따르면 올해 SM의 연결기준 예상 순이익은 67억원으로 전년 대비 흑자전환될 것으로 추정됐다. 매출액과 영업이익은 각 5729억원, 201억원으로 같은 기간 12.91%, 50.25% 하락할 것으로 전망됐지만 순이익은 흑자가 예상된 것이다. 특히 내년 영업이익이 올해보다 128% 증가한 412억원에 달할 것이란 증권가 분석도 나온다.<br/><br/>
성준원 신한금융투자 연구원은 에스엠의 목표주가를 4만2000원으로 제시하고 ""올해 실적은 코로나19로 인한 콘서트 매출 감소 효과가 반영될 전망이지만 음반, 음원 매출의 증가로 별도기준 매출은 올라갈 것""이라고 판단했다.<br/><br/>
올해 2·4분기 연결기준 영업이익이 17억9100만원으로 전기 대비 흑자전환 한 YG는 올해 연간 영업이익이 67억원으로 전년동기 대비 235% 급증할 전망이다. 박정엽 미래에셋대우 연구원은 ""오는 28일 블랙핑크의 신곡 발표와 10월 정규 앨범 발표가 예정돼 있는 등 이달부터 아티스트 활동이 활발해 질 것""이라고 덧붙였다.<br/><br/>JYP는 트와이스, 있지 등 걸그룹의 흥행과 일본 소재 K팝 콘텐츠 제작·유통 법인 BLC에 유의미한 지분 투자를 진행해 관심을 모은다. 김현용 이베스트투자증권 연구원은 ""걸그룹을 중심으로 보이그룹에 준하는 정량 지표를 유지 중이고 니쥬, BLC 등 일본 내 K팝 수익화를 위한 공격적 투자로 점진적 결실이 기대된다""고 말했다.<br/><br/>",2020-08-13,64,4
76,단기급등 부담 증시 숨고르기… 실적개선주 주목 [주간 증시 전망],"전문가들은 이번 주(18~21일) 국내 주식시장이 숨고르기 장세를 보일 것으로 전망했다. 유동성 장세가 이어지겠지만 단기 급등에 대한 부담으로 지수 상승폭은 제한될 것이라는 예상이다. 금융투자업계는 코스피 주간 예상 밴드로 2400~2500선을 제시했다.<br/><br/>
유동성 vs. 단기급등 부담<br/><br/>
16일 한국거래소에 따르면 지난 주(10~14일) 코스피는 전주(2351.67) 대비 55.82포인트(2.37%) 오른 2407.49에 마감했다. 지난주 유가증권시장에서 개인은 1조2804억원 어치를 사들였지만 기관과 외국인은 각각 3325억원, 9486억원의 순매도를 기록했다.<br/><br/>
이번주에도 유동성은 긍정적인 영향을 줄 것으로 전망됐다. 권명준 삼성증권 연구원은 ""최근 신용융자 증가에 대한 우려가 높아지고 있지만 증시로 유입되는 고객 예탁금도 늘고 있어 이에 따른 부정적인 영향은 제한적일 것""이라고 분석했다.<br/><br/>
최근 연고점 랠리로 인해 상승 탄력은 둔화될 것이라는 분석도 나왔다. 이경민 대신증권 연구원은 ""외국인을 중심으로 차익실현 매물이 나오면서 상승 랠리에 제동이 걸린 상태""라며 ""단기 밸류에이션 부담이 가중되고 있고 이로 인한 변동성 확대 가능성도 높아지고 있다""고 말했다. 이어 ""국내 코로나19 신규 확진자수 급증과 중국 실물경제지표 부진, 미국 부양책 합의 난항 등 불확실성이 투자심리를 위축시킬 수 있다""고 덧붙였다.<br/><br/>
실적 개선주 추천<br/><br/>
증권사들은 이번 주 관심가질 종목으로 실적 개선주를 추천했다.<br/><br/>
하나금융투자는 CJ제일제당·HSD엔진·케이엠더블유를 추천주에 올렸다. 하나금융투자는 CJ제일제당에 대해 '바이오 부문 실적 개선이 기대되고 미국 ‘쉬안즈’ 호실적과 영업망 통합 시너지 등으로 밸류 리레이팅이 예상된다'고 평가했고 케이엠더블유에 대해서는 '분기별 가파른 이익 성장이 예상된다’고 분석했다.<br/><br/>
유안타증권은 삼성전자·삼성물산·LG생활건강을 제시했다. 삼성전자에 대해서는 '3·4분기 메모리사업의 실적이 상대적으로 양호할 것', 삼성물산에 대해선 '삼성바이오로직스 등 보유 상장사 지분가치 상승이 긍정적'이라고 했다. SK증권은 주간 추전주로 한샘·컴투스·지누스를 제시했다.<br/><br/>






",2020-08-13,32,19
